Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,Yang omega,Yang delta,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(TiZrHfVNbTaCuAg)C8,22,73,51,43.375,15.46875,22,43,65,22,50.25,7.125,43,47.867,180.94788,133.08088,101.72387,40.5336175,47.867,1234.93,3290,2055.07,2173.8375,508.4125,1234.93,4,11,7,6.125,2.4375,4,4,6,2,4.875,0.65625,4,132,175,43,159.25,11.9375,132,1.3,1.93,0.63,1.59125,0.17375,1.3,1,2,1,1.625,0.46875,1,0,0,0,0,0,0,2,10,8,4.5,2.75,2,0,14,14,3.5,5.25,0,4,19,15,9.625,5.125,4,0,1,1,0.375,0.46875,0,0,0,0,0,0,0,0,8,8,5.5,2.75,0,0,0,0,0,0,0,1,8,7,5.875,2.4375,1,11.07,23.195,12.125,17.349375,3.074375,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.094461061,0.011408421,-0.061993191,0.024265051,-0.081031057,Ti0.05881977356936969 Zr0.1120975833892281 Hf0.21933150990028197 V0.06259777080836582 Nb0.11416492019031518 Ta0.2223517941265899 Cu0.07808639211229379 Ag0.13255025590355535 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Ag0.125,0.070493802,35.37161371,0.010171459,5.53125,1.145316842,-0.017288477,101.72387,813.79096,-3.47900347,0.083619301,0.1890625,6.125,1.0625,5.62,19,3,0,16,0,44.10875,0.265081548,6.36203125,-0.032419418,35.37161371,0.070493802,3.839276942,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,4.5,3.5,0.168831169,0,0.467532468,0.363636364,0.010171459,0.020124872,0.215864849,0.215864849,0.215864849,47.3601
(TiZrHfVNbTaCuAu)C8,22,79,57,47.375,20.46875,22,43,66,23,50.375,7.3125,43,47.867,196.966569,149.099569,112.8611661,54.45523766,47.867,1337.33,3290,1952.67,2186.6375,496.521875,1337.33,4,11,7,6.125,2.4375,4,4,6,2,5,0.75,4,132,175,43,158.125,13.34375,132,1.3,2.54,1.24,1.6675,0.27625,1.3,1,2,1,1.625,0.46875,1,0,0,0,0,0,0,2,10,8,4.5,2.75,2,0,14,14,5.25,6.5625,0,4,25,21,11.375,6.96875,4,0,1,1,0.375,0.46875,0,0,0,0,0,0,0,0,8,8,5.5,2.75,0,0,0,0,0,0,0,1,8,7,5.875,2.4375,1,11.07,23.195,12.125,17.395625,3.028125,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.319140971,0.031001711,-1.196003841,-0.966328629,-0.834537512,Ti0.05301535687991279 Zr0.10103563866574393 Hf0.19768757284759092 V0.05642053612087821 Nb0.10289896780915438 Ta0.2004098112449837 Cu0.07038071883115588 Au0.2181513976005801 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Au0.125,0.070571256,1.963825043,0.01018125,5.515625,1.145365003,-0.017288477,112.8611661,902.889329,-3.471371041,0.122407682,0.2734375,6.125,19.25,5.7275,19,3,0,16,0,43.97375,0.270045938,6.48015625,-0.033806398,1.963825043,0.070571256,3.96697259,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,4.5,5.25,0.142857143,0,0.395604396,0.461538462,0.01018125,0.019473833,0.215864849,0.215864849,0.215864849,50.8288
(TiZrHfVNbTaCuMo)C8,22,73,51,42.75,14.875,22,43,64,21,48.375,4.3125,43,47.867,180.94788,133.08088,100.235345,39.7417975,47.867,1357.77,3290,1932.23,2381.47125,479.02875,1357.77,4,11,7,5.5,1.5,4,4,6,2,4.875,0.65625,4,132,175,43,160.375,10.625,132,1.3,2.16,0.86,1.62,0.2075,1.3,1,2,1,1.625,0.46875,1,0,0,0,0,0,0,2,10,8,3.875,1.84375,2,0,14,14,3.5,5.25,0,4,19,15,9,5.25,4,0,1,1,0.375,0.46875,0,0,0,0,0,0,0,0,8,8,6.125,1.84375,0,0,0,0,0,0,0,1,8,7,6.5,1.5,1,11.07,23.195,12.125,17.269375,3.154375,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,215.375,16.03125,194,FALSE,0.168812602,0.01718129,-0.143704391,-0.039742276,-0.162359532,Ti0.059694753750629326 Zr0.11376510364441912 Hf0.2225942005337671 V0.0635289510140114 Nb0.1158631933474501 Ta0.2256594133390107 Cu0.07924797505248901 Mo0.11964640931822294 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Mo0.125,0.071631695,17.33558353,0.001312999,5.671875,1.14555805,-0.017288477,100.235345,801.86276,-3.369351201,0.095273576,0.21875,5.5,2.375,6.10375,24,3,0,21,0,55.0025,0.456564341,12.029375,-0.081127237,17.33558353,0.071631695,3.779912669,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,3.875,3.5,0.180555556,0,0.430555556,0.388888889,0.001312999,0.017651552,0.215864849,0.215864849,0.215864849,80.3625
(TiZrHfVNbTaCuOs)C8,22,76,54,47,20,22,43,64,21,49.25,5.625,43,47.867,190.23,142.363,112.019095,53.40264875,47.867,1357.77,3306,1948.23,2432.72125,530.27875,1357.77,4,11,7,5.75,1.875,4,4,6,2,5,0.75,4,132,175,43,159.125,12.09375,132,1.3,2.2,0.9,1.625,0.21375,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,4,2,2,0,14,14,5.25,6.5625,0,4,22,18,11,6.5,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6,2,0,0,0,0,0,0,0,1,8,7,6.25,1.875,1,11.07,23.195,12.125,17.069375,3.354375,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.183313517,0.018411127,-1.025759613,-0.809606435,-0.737158142,Ti0.05341388448103423 Zr0.10179514483669055 Hf0.19917363195980112 V0.056844661171383315 Nb0.10367248101763363 Ta0.2019163339964494 Cu0.07090978551469282 Os0.21227407702231477 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Os0.125,0.073864415,2.529807237,-0.008738394,5.859375,1.145751739,-0.017288477,112.019095,896.15276,-3.168737111,0.137852948,0.30078125,5.75,16.625,6.2725,24,2,0,22,0,66.765,0.824380771,22.3215625,-0.20251199,2.529807237,0.073864415,3.887266469,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Ta,-0.174814,s,Cu,-0.172056,0.002758,1.75,0,4,5.25,0.159090909,0,0.363636364,0.477272727,-0.008738394,0.020301308,0.215864849,0.215864849,0.215864849,51.7068
(TiZrHfVNbTaCuRe)C8,22,75,53,46.875,19.84375,22,43,64,21,48.875,5.0625,43,47.867,186.207,138.34,111.51622,52.774055,47.867,1357.77,3459,2101.23,2451.84625,549.40375,1357.77,4,11,7,5.625,1.6875,4,4,6,2,5,0.75,4,132,175,43,160,11,132,1.3,1.9,0.6,1.5875,0.17,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,3.875,1.84375,2,0,14,14,5.25,6.5625,0,4,21,17,10.875,6.375,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6.125,1.84375,0,0,0,0,0,0,0,1,8,7,6.375,1.6875,1,11.07,23.195,12.125,17.14,3.28375,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.086068815,0.01083244,-0.642631755,-0.473619818,-0.496101819,Ti0.05365475085149047 Zr0.10225418329279812 Hf0.2000717922469036 V0.05710099840184682 Nb0.10413998519677226 Ta0.20282686231653113 Cu0.07122954849079352 Re0.2087218792028639 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Re0.125,0.072605381,4.061191612,0.001226746,5.765625,1.145654814,-0.017288477,111.51622,892.12976,-3.279586679,0.125430021,0.27890625,5.625,10.4375,6.255,23,2,0,21,0,62.84,0.714087131,18.8871875,-0.162406042,4.061191612,0.072605381,3.79122762,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Ta,-0.174814,s,Ta,-0.174814,0,1.75,0,3.875,5.25,0.16091954,0,0.356321839,0.482758621,0.001226746,0.019014723,0.215864849,0.215864849,0.215864849,54.1481
(TiZrHfVNbTaCuRh)C8,22,73,51,43.125,15.15625,22,43,64,21,49.5,6,43,47.867,180.94788,133.08088,101.1035325,39.75819563,47.867,1357.77,3290,1932.23,2299.09625,412.1778125,1357.77,4,11,7,5.875,2.0625,4,4,6,2,4.875,0.65625,4,132,175,43,158.875,12.40625,132,1.3,2.28,0.98,1.635,0.2275,1.3,1,2,1,1.625,0.46875,1,0,0,0,0,0,0,2,10,8,4.25,2.375,2,0,14,14,3.5,5.25,0,4,19,15,9.375,4.96875,4,0,1,1,0.375,0.46875,0,0,0,0,0,0,0,0,8,8,5.75,2.375,0,0,0,0,0,0,0,1,8,7,6.125,2.0625,1,11.07,23.195,12.125,17.013125,3.410625,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.213450798,0.021048905,-1.313239732,-1.066207809,-0.925158256,Ti0.05918067205020753 Zr0.1127853767127276 Hf0.22067725477346697 V0.06298184981815545 Nb0.11486539800179582 Ta0.22371607045480826 Cu0.07856550412815694 Rh0.1272278740606813 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Rh0.125,0.076262826,1.865002819,0.000946066,6.0625,1.14589743,-0.017288477,101.1035325,808.82826,-2.972562185,0.137852948,0.30078125,5.875,21.3125,5.97,27,3,0,24,0,58.9275,0.591696505,15.46375,-0.12154527,1.865002819,0.076262826,3.82382216,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,4.25,3.5,0.173333333,0,0.453333333,0.373333333,0.000946066,0.019357391,0.215864849,0.215864849,0.215864849,62.0727
(TiZrHfVNbTaCuTc)C8,22,73,51,42.875,14.84375,22,43,64,21,48.75,4.875,43,47.867,180.94788,133.08088,100.490345,39.6142975,47.867,1357.77,3290,1932.23,2323.22125,420.77875,1357.77,4,11,7,5.625,1.6875,4,4,6,2,4.875,0.65625,4,132,175,43,159.5,11.625,132,1.3,1.9,0.6,1.5875,0.17,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,3.875,1.84375,2,0,14,14,3.5,5.25,0,4,19,15,9.125,5.15625,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6.125,1.84375,0,0,0,0,0,0,0,1,8,7,6.375,1.6875,1,11.07,23.195,12.125,17.09375,3.33,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.086068815,0.01083244,-0.977266912,-0.770989566,-0.719536203,Ti0.05954178981075245 Zr0.11347358793523893 Hf0.22202381731299656 V0.06336616219199963 Nb0.11556630141930549 Ta0.2250811757089698 Cu0.07904490724954719 Tc0.12190225837118977 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Tc0.125,0.073199876,2.520154171,0.001165849,5.8125,1.145703256,-0.017288477,100.490345,803.92276,-3.226532526,0.131581438,0.28984375,5.625,15.9375,6.1075,23,2,0,21,0,58.3025,0.57095944,14.916875,-0.115014217,2.520154171,0.073199876,3.779162364,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Ta,-0.174814,s,Ta,-0.174814,0,1.75,0,3.875,3.5,0.191780822,0,0.424657534,0.383561644,0.001165849,0.019714079,0.215864849,0.215864849,0.215864849,65.8529
(TiZrHfVNbTaCuW)C8,22,74,52,46.75,19.6875,22,43,64,21,48.5,4.5,43,47.867,183.84,135.973,111.220345,52.40421125,47.867,1357.77,3695,2337.23,2481.34625,578.90375,1357.77,4,11,7,5.5,1.5,4,4,6,2,5,0.75,4,132,175,43,161.375,9.78125,132,1.3,2.36,1.06,1.645,0.2425,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,3.75,1.6875,2,0,14,14,5.25,6.5625,0,4,20,16,10.75,6.25,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6.25,1.6875,0,0,0,0,0,0,0,1,8,7,6.5,1.5,1,11.07,23.195,12.125,17.314375,3.109375,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,215.375,16.03125,194,FALSE,0.244896158,0.023904925,-0.181601592,-0.069205764,-0.187285621,Ti0.05379748642211098 Zr0.10252620597427564 Hf0.20060403517000416 V0.05725290188589146 Nb0.10441702460102958 Ta0.20336643444146837 Cu0.07141903758705297 W0.20661687391816663 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125W0.125,0.073864415,14.60381192,-0.008738394,5.859375,1.145751739,-0.017288477,111.220345,889.76276,-3.168737111,0.1026592,0.23515625,5.5,2.9375,6.36375,22,2,0,20,0,59.6525,0.615345391,16.098125,-0.129134269,14.60381192,0.073864415,3.834776527,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,V,-0.175968,s,Ta,-0.174814,0.001154,1.75,0,3.75,5.25,0.162790698,0,0.348837209,0.488372093,-0.008738394,0.020301308,0.215864849,0.215864849,0.215864849,72.0347
(TiZrHfVNbTaCuY)C8,22,73,51,42.375,15.0625,22,12,64,52,43.625,8.0625,12,47.867,180.94788,133.08088,99.35357625,40.18268188,47.867,1357.77,3290,1932.23,2244.34625,453.2403125,1357.77,3,11,8,5.125,1.46875,3,4,6,2,4.875,0.65625,4,132,190,58,164.875,12.625,132,1.22,1.9,0.68,1.5025,0.165,1.22,1,2,1,1.75,0.375,1,0,0,0,0,0,0,1,10,9,3.375,1.8125,1,0,14,14,3.5,5.25,0,3,19,16,8.625,5.53125,3,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,9,9,6.625,1.8125,0,0,0,0,0,0,0,1,9,8,6.875,1.46875,1,11.07,32.365,21.295,19.35375,4.9246875,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.109168515,0.010201185,0.211310489,0.266975237,0.117704288,Ti0.06022304607278793 Zr0.11477191290333646 Hf0.22456413590849475 V0.06409117558060723 Nb0.1168885704806222 Ta0.22765647552621435 Cu0.07994931133644018 Y0.11185537219149672 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Y0.125,0.104338066,11.28765919,-0.000675909,8.453125,1.237260181,-0.017288477,99.35357625,794.82861,-1.588075593,0.102389565,0.22421875,5.125,3.4375,5.7975,19,2,0,17,0,43.7525,0.278630691,6.67375,-0.036325781,11.28765919,0.104338066,3.694326471,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,d,Ti,-0.17001,d,Ti,-0.17001,0,1.75,0,3.375,3.5,0.202898551,0,0.391304348,0.405797101,-0.000675909,0.016404041,0.215864849,0.215864849,0.215864849,40.835
(TiZrHfVNbTaFeAg)C8,22,73,51,43,15.75,22,43,65,22,49.125,5.4375,43,47.867,180.94788,133.08088,100.761245,41.25558625,47.867,1234.93,3290,2055.07,2230.49125,463.6315625,1234.93,4,11,7,5.75,1.875,4,4,6,2,4.875,0.65625,4,132,175,43,159.25,11.9375,132,1.3,1.93,0.63,1.5825,0.165,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,4,2,2,0,14,14,3.5,5.25,0,4,19,15,9.25,5.0625,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6,2,0,0,0,0,0,0,0,1,8,7,6.25,1.875,1,10.73,23.195,12.465,17.306875,3.116875,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.263835667,0.461706783,0,194,229,35,215.375,16.03125,194,FALSE,0.094461061,0.010251289,-0.193852801,-0.089304677,-0.21303266,Ti0.059381709703964045 Zr0.11316851037320945 Hf0.22142689880419797 V0.06319580013129054 Nb0.11525559752660855 Ta0.2244760373891767 Fe0.06927886808067922 Ag0.13381657799087335 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Fe0.125Ag0.125,0.072100283,11.64129709,0.010024522,5.640625,1.150621107,-0.017288477,100.761245,806.08996,-3.325697886,0.107665336,0.2415625,5.75,3.3125,5.71875,24,2,0,22,0,48.6575,0.350492107,9.31875,-0.055814745,11.64129709,0.072100283,3.789465083,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Ta,-0.174814,d,Ti,-0.17001,0.004804,1.75,0,4,3.5,0.189189189,0,0.432432432,0.378378378,0.010024522,0.021332421,0.215864849,0.215864849,0.215864849,36.4976
(TiZrHfVNbTaFeAu)C8,22,79,57,47,20.75,22,43,66,23,49.25,5.625,43,47.867,196.966569,149.099569,111.8985411,55.17720641,47.867,1337.33,3290,1952.67,2243.29125,454.0315625,1337.33,4,11,7,5.75,1.875,4,4,6,2,5,0.75,4,132,175,43,158.125,13.34375,132,1.3,2.54,1.24,1.65875,0.263125,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,4,2,2,0,14,14,5.25,6.5625,0,4,25,21,11,7.25,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6,2,0,0,0,0,0,0,0,1,8,7,6.25,1.875,1,10.73,23.195,12.465,17.353125,3.070625,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.263835667,0.461706783,0,194,229,35,215.375,16.03125,194,FALSE,0.319140971,0.030138387,-1.363115646,-1.110618267,-0.989561742,Ti0.05347142992075357 Zr0.10190481381934996 Hf0.19938821163965376 V0.05690590275780952 Nb0.10378417254812086 Ta0.20213386852589316 Fe0.06238352108810837 Au0.2200280797003107 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Fe0.125Au0.125,0.072168346,1.757873728,0.010035929,5.625,1.150671251,-0.017288477,111.8985411,895.188329,-3.319427879,0.135785394,0.3109375,5.75,22.0625,5.82625,24,2,0,22,0,48.5225,0.354792643,9.436875,-0.057385093,1.757873728,0.072168346,3.915503971,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,s,Ta,-0.174814,d,Ti,-0.17001,0.004804,1.75,0,4,5.25,0.159090909,0,0.363636364,0.477272727,0.010035929,0.020681246,0.215864849,0.215864849,0.215864849,49.3077
(TiZrHfVNbTaFeCo)C8,22,73,51,40.5,16.125,22,43,58,15,48.25,4.125,43,47.867,180.94788,133.08088,94.64436938,42.53728531,47.867,1768,3290,1522,2297.125,413.65625,1768,4,9,5,5.5,1.5,4,4,6,2,4.75,0.75,4,126,175,49,156.875,14.90625,126,1.3,1.88,0.58,1.57625,0.15875,1.3,1,2,1,1.875,0.21875,1,0,0,0,0,0,0,2,7,5,3.625,1.53125,2,0,14,14,3.5,5.25,0,4,19,15,9,4.75,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,3,8,5,6.375,1.53125,3,0,0,0,0,0,0,3,8,5,6.5,1.5,3,10.245,23.195,12.95,16.54625,3.9134375,10.245,0,0,0,0,0,0,0,2.1106628,2.1106628,0.457394567,0.686086217,0,194,229,35,211.5,17.5,194,FALSE,0.080660682,0.009288159,-0.989986005,-0.785212927,-0.738053239,Ti0.06321955589658658 Zr0.12048260319448084 Hf0.23573774274514256 V0.06728015139252438 Nb0.12270457901183515 Ta0.2389839474800769 Fe0.07375636866828665 Co0.07783505161106684 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Fe0.125Co0.125,0.085231852,2.425269782,-0.006027365,6.71875,1.151581028,-0.017288477,94.64436938,757.154955,-2.379868074,0.133385937,0.30546875,5.5,16.375,5.89875,30,1,0,29,0,54.62875,0.317846184,9.70109375,-0.048224116,2.425269782,0.085231852,3.771187626,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ta,-0.182464,s,V,-0.175968,0.006496,1.875,0,3.625,3.5,0.208333333,0,0.402777778,0.388888889,-0.006027365,0.014864935,0.215864849,0.215864849,0.215864849,44.2691
(TiZrHfVNbTaFeCu)C8,22,73,51,40.75,15.9375,22,43,64,21,49,5.25,43,47.867,180.94788,133.08088,95.22097,42.248985,47.867,1357.77,3290,1932.23,2245.84625,452.1153125,1357.77,4,11,7,5.75,1.875,4,4,6,2,4.75,0.75,4,132,175,43,157.625,13.96875,132,1.3,1.9,0.6,1.57875,0.16125,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,4,2,2,0,14,14,3.5,5.25,0,4,19,15,9.25,5.0625,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6,2,0,0,0,0,0,0,0,1,8,7,6.25,1.875,1,10.73,23.195,12.465,16.649375,3.78453125,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.263835667,0.461706783,0,194,229,35,215.375,16.03125,194,FALSE,0.086068815,0.009658938,-0.452982978,-0.31608971,-0.379373262,Ti0.06283673648777154 Zr0.1197530333916993 Hf0.23431025749895212 V0.06687274347236746 Nb0.12196155426688046 Ta0.2375368051806235 Fe0.07330974469174173 Cu0.08341912500996365 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Fe0.125Cu0.125,0.083987156,5.176968158,0.002888406,6.640625,1.151530124,-0.017288477,95.22097,761.76776,-2.450930455,0.109653349,0.249375,5.75,7.5,5.78625,24,2,0,22,0,50.7175,0.304253849,8.28,-0.041984936,5.176968158,0.083987156,3.79348687,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Ta,-0.174814,s,Cu,-0.172056,0.002758,1.75,0,4,3.5,0.189189189,0,0.432432432,0.378378378,0.002888406,0.01560578,0.215864849,0.215864849,0.215864849,45.5546
