Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(CrNbTiWZr)C5,22,74,52,40.2,13.84,22,43,51,8,46.8,2.64,43,47.867,183.84,135.973,93.566696,36.1093216,47.867,1941,3695,1754,2538.8,546.96,1941,4,6,2,5,0.8,4,4,6,2,4.8,0.64,4,139,175,36,160,8.4,139,1.33,2.36,1.03,1.698,0.2648,1.33,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.4,1.12,2,0,14,14,2.8,4.48,0,4,20,16,7.8,4.88,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.6,1.12,5,0,0,0,0,0,0,6,8,2,7,0.8,6,11.19,23.195,12.005,17.061,2.9012,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.232966652,0.027948993,-0.263176782,-0.139104875,-0.15231736,Cr0.11114232354640374 Nb0.19858856617102308 Ti0.10231631990083309 W0.39296033280901577 Zr0.1949924575727244 ,Cr0.2Nb0.2Ti0.2W0.2Zr0.2,0.066937828,5.055259619,0.010702544,5.12,1.125496097,-0.013380867,93.566696,467.83348,-2.9863521,0.122631428,0.284,5,6.72,6.334,19,2,0,17,0,76.13,0.647942273,25.356,-0.182284049,3.770839997,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Zr,-0.162391,s,Zr,-0.162391,0,1.6,0,3.4,2.8,0.205128205,0,0.435897436,0.358974359,0.010702544,0.020370808,0.055901699,0.055901699,0.067247023,48
(IrMoNbTaTi)C5,22,77,55,51,19.2,22,43,60,17,49.6,4.32,43,47.867,192.217,144.35,121.979652,51.6822304,47.867,1941,3290,1349,2723.2,312.88,1941,4,9,5,5.8,1.36,4,4,6,2,5.2,0.64,4,141,170,29,157.8,8.24,141,1.5,2.2,0.7,1.8,0.304,1.5,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,7,5,4.2,1.44,2,0,14,14,5.6,6.72,0,4,23,19,11.4,7.68,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,3,8,5,5.8,1.44,3,0,0,0,0,0,0,3,8,5,6.2,1.36,3,14.21,18.18,3.97,16.578,1.3024,14.21,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,221.2,10.88,194,FALSE,0.115294095,0.023158054,-1.198643249,-0.949974666,-0.832785188,Ir0.31517273627690884 Mo0.15731008349108888 Nb0.15233594324218083 Ta0.2966950814085421 Ti0.07848615558127946 ,Ir0.2Mo0.2Nb0.2Ta0.2Ti0.2,0.022427501,1.167909503,-0.004438142,1.76,1.039374583,-0.013380867,121.979652,609.87826,-26.60250129,0.142659573,0.328,5.8,31.2,6.856,23,2,0,21,0,94.236,0.683323683,33.7056,-0.189878236,4.083556975,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Ti,-0.17001,d,Ti,-0.17001,0,1.6,0,4.2,5.6,0.140350877,0,0.368421053,0.49122807,-0.004438142,0.020765354,0.063887656,0.063887656,0.075014697,100
(CrHfTiVW)C5,22,74,52,43,24,22,43,51,8,46.8,2.56,43,47.867,183.84,135.973,102.62692,62.830464,47.867,1941,3695,1754,2501,479.6,1941,4,6,2,5,0.8,4,4,6,2,4.8,0.96,4,139,175,36,157.8,9.44,139,1.3,2.36,1.06,1.698,0.2648,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,14,14,5.6,6.72,0,4,20,16,10.6,6.72,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,0,0,0,0,0,0,6,8,2,7,0.8,6,11.19,22.2,11.01,15.828,2.9824,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.244896158,0.028741183,-0.210596427,-0.094379232,-0.112313921,Cr0.10133033321081834 Hf0.3478424569304038 Ti0.09328351664456068 V0.09927512196604943 W0.3582685712481676 ,Cr0.2Hf0.2Ti0.2V0.2W0.2,0.070725076,6.151755124,-0.003582583,5.12,1.126094,-0.013380867,102.62692,513.1346,-2.675083838,0.110285083,0.26,5,5.44,5.92,17,1,0,16,0,81.702,0.551937201,23.8016,-0.134087561,3.707362561,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0,3.2,5.6,0.169811321,0,0.301886792,0.528301887,-0.003582583,0.02044271,0.063887656,0.091017554,0.096443534,50
(MnMoNbTiV)C5,22,42,20,30.6,8.72,22,43,52,9,47.6,2.72,43,47.867,95.96,48.093,68.522585,20.728484,47.867,1519,2896,1377,2257.8,452.16,1519,4,7,3,5.4,0.88,4,4,5,1,4.4,0.48,4,139,164,25,154,6.4,139,1.54,2.16,0.62,1.696,0.1856,1.54,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.8,1.04,2,0,0,0,0,0,0,4,7,3,5.4,0.88,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.2,1.04,5,0,0,0,0,0,0,5,8,3,6.6,0.88,5,10.48758621,18.18,7.692413793,14.81151724,2.45017931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,219.6,11.28,194,FALSE,0.091626826,0.013162943,-0.107872291,-0.012722014,-0.132220852,Mn0.16035954332682145 Mo0.2800408093658093 Nb0.2711859271466274 Ti0.13971975632596614 V0.14869396383477562 ,Mn0.2Mo0.2Nb0.2Ti0.2V0.2,0.031419541,9.937934563,-0.004606521,2.4,1.049416079,-0.013380867,68.522585,342.592925,-13.55453337,0.070122966,0.168,5.4,3.04,5.494,21,2,0,19,0,63.126,0.472824789,15.5072,-0.095826248,3.706700966,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Ti,-0.17001,d,Ti,-0.17001,0,1.6,0,3.8,0,0.296296296,0,0.703703704,0,-0.004606521,0.017012772,0,0.042591771,0.051110125,53
(HfMnMoNbTi)C5,22,72,50,40.4,13.52,22,43,52,9,47.4,2.88,43,47.867,178.49,130.623,94.032285,34.554172,47.867,1519,2896,1377,2322.4,473.92,1519,4,7,3,5.2,1.04,4,4,6,2,4.8,0.64,4,139,175,36,158.4,9.52,139,1.3,2.16,0.86,1.63,0.212,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.6,1.28,2,0,14,14,2.8,4.48,0,4,18,14,8,4,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.4,1.28,5,0,0,0,0,0,0,5,8,3,6.8,1.04,5,10.48758621,22.2,11.71241379,16.64951724,2.84857931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,212.6,14.88,194,FALSE,0.168812602,0.019130909,-0.158523158,-0.054950804,-0.142327978,Hf0.37965171862913377 Mn0.11685429549204263 Mo0.20406625516992039 Nb0.19761368613710223 Ti0.1018140445718009 ,Hf0.2Mn0.2Mo0.2Nb0.2Ti0.2,0.059651371,7.193454876,0.011263361,4.48,1.115096154,-0.013380867,94.032285,470.141425,-3.760480911,0.095295163,0.22,5.2,4.32,5.72,20,2,0,18,0,64.42,0.453781503,15.5072,-0.089331715,3.660101861,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Hf,-0.166465,d,Mo,-0.153347,0.013118,1.6,0,3.6,2.8,0.2,0,0.45,0.35,0.011263361,0.015909508,0.055901699,0.055901699,0.055901699,50
(CrMoNbTaZr)C5,24,73,49,44,11.6,24,44,50,6,47.6,1.68,44,51.9961,180.94788,128.95178,102.606872,31.3364032,51.9961,2128,3290,1162,2648.8,395.84,2128,4,6,2,5.2,0.64,4,4,6,2,5,0.4,4,139,175,36,160.4,11.12,139,1.33,2.16,0.83,1.65,0.208,1.33,1,2,1,1.4,0.48,1,0,0,0,0,0,0,2,5,3,3.8,1.04,2,0,14,14,2.8,4.48,0,4,19,15,8,4.4,4,0,1,1,0.6,0.48,0,0,0,0,0,0,0,5,8,3,6.2,1.04,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,11.19,23.195,12.005,17.275,3.068,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.158210251,0.01837101,-0.216172031,-0.093994795,-0.123435999,Cr0.10135408295393525 Mo0.18701230897318352 Nb0.18109898522138834 Ta0.3527150390098242 Zr0.17781958384166868 ,Cr0.2Mo0.2Nb0.2Ta0.2Zr0.2,0.063632521,6.153340276,-0.003129425,4.96,1.125035941,-0.013380867,102.606872,513.01436,-3.304653928,0.107673594,0.24,5.2,5.76,6.568,22,3,0,19,0,74.556,0.484370814,19.476,-0.111447704,3.81437048,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Zr,-0.150673,d,Zr,-0.150673,0,1.4,0,3.8,2.8,0.175,0,0.475,0.35,-0.003129425,0.015797305,0.055901699,0.055901699,0.057498891,46
(AlMnNbVW)C5,13,74,61,35.2,17.84,13,46,73,27,53.8,7.68,46,26.9815386,183.84,156.8584614,81.92149272,45.16135782,26.9815386,933.47,3695,2761.53,2216.094,805.1248,933.47,5,13,8,7.2,2.32,5,3,6,3,4.4,0.88,3,121,164,43,147.8,14.24,121,1.55,2.36,0.81,1.75,0.244,1.55,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,5,5,3.2,1.36,0,0,14,14,2.8,4.48,0,3,20,17,8,4.8,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,7,7,4.8,1.92,0,0,0,0,0,0,0,5,7,2,6,0.8,5,10.48758621,18.18,7.692413793,14.84151724,2.47417931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,217,229,12,225.8,3.84,217,FALSE,0.151279196,0.021805105,0.370209303,0.404363122,0.200604637,Al0.06587169667969887 Mn0.13412364246772968 Nb0.22681808379040483 V0.12436663031547357 W0.448819946746693 ,Al0.2Mn0.2Nb0.2V0.2W0.2,0.03096818,2.895826039,-0.00446055,2.32,1.049546442,-0.013380867,81.92149272,409.6074636,-13.95252717,0.059504272,0.14,5.2,10.24,5.618,18,1,1,16,0,68.016,0.67074987,23.3496,-0.176885631,3.738799383,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,V,-0.204634,d,V,-0.204634,0,1.8,0.2,3.2,2.8,0.225,0.025,0.4,0.35,-0.00446055,0.009131658,0,0.042591771,0.051110125,79
(CrTaTiWZr)C5,22,74,52,46.6,21.52,22,43,51,8,47,2.8,43,47.867,183.84,135.973,111.174996,56.9751552,47.867,1941,3695,1754,2646.8,676.56,1941,4,6,2,5,0.8,4,4,6,2,5,0.8,4,139,175,36,161.2,9.36,139,1.33,2.36,1.03,1.678,0.2728,1.33,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,14,14,5.6,6.72,0,4,20,16,10.6,7.12,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,0,0,0,0,0,0,6,8,2,7,0.8,6,11.19,23.195,12.005,17.049,2.8868,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.232966652,0.029087928,-0.265377866,-0.137058001,-0.151615967,Cr0.09353919832837232 Ta0.32551902228087326 Ti0.08611108922369558 W0.33072184684405115 Zr0.16410884332300762 ,Cr0.2Ta0.2Ti0.2W0.2Zr0.2,0.067399922,5.147743933,-0.003388146,5.28,1.125364192,-0.013380867,111.174996,555.87498,-2.945543649,0.122631428,0.284,5,6.88,6.44,17,1,0,16,0,82.37,0.557202028,25.2064,-0.140718854,3.824268119,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0,3.2,5.6,0.169811321,0,0.301886792,0.528301887,-0.003388146,0.018831758,0.055901699,0.055901699,0.055901699,46
(MoNbVWZr)C5,23,74,51,44,12,23,44,51,7,47.6,2.32,44,50.9415,183.84,132.8985,102.974376,32.3462496,50.9415,2128,3695,1567,2730.4,459.92,2128,4,6,2,5.2,0.64,4,4,6,2,5,0.4,4,153,175,22,161.6,6.48,153,1.33,2.36,1.03,1.816,0.3552,1.33,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.6,0.88,2,0,14,14,2.8,4.48,0,4,20,16,8,4.8,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.4,0.88,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,13.01,23.195,10.185,17.225,2.77,13.01,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.232966652,0.033762903,-0.189641382,-0.067275657,-0.124010508,Mo0.1863448570878288 Nb0.18045263814516904 V0.09894399142526195 W0.3570735723058834 Zr0.17718494103585675 ,Mo0.2Nb0.2V0.2W0.2Zr0.2,0.061382384,7.365951355,-0.004666048,4.48,1.105546538,-0.013380867,102.974376,514.85188,-3.551376719,0.112715124,0.264,5.2,4.96,6.97,20,2,0,18,0,77.382,0.622732666,25.284,-0.169175995,3.850311981,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Zr,-0.162391,d,Mo,-0.153347,0.009044,1.6,0,3.6,2.8,0.2,0,0.45,0.35,-0.004666048,0.019273131,0.055901699,0.055901699,0.055901699,47
(CrHfMoTaV)C5,23,73,50,46.8,20.56,23,45,50,5,47.6,1.68,45,50.9415,180.94788,130.00638,111.667096,54.4414752,50.9415,2180,3290,1110,2611,385.6,2180,4,6,2,5.2,0.64,4,4,6,2,5,0.8,4,139,175,36,158.2,11.44,139,1.3,2.16,0.86,1.65,0.208,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.6,1.12,2,0,14,14,5.6,6.72,0,5,19,14,10.8,6.16,5,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.4,1.12,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,11.19,22.2,11.01,16.042,3.2944,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.168812602,0.019196187,-0.163432057,-0.049120012,-0.082656237,Cr0.09313032122985378 Hf0.31969380465682234 Mo0.17183833054387102 Ta0.3240961185600657 V0.09124142500938716 ,Cr0.2Hf0.2Mo0.2Ta0.2V0.2,0.069303852,8.087371117,-0.003448122,5.36,1.125628351,-0.013380867,111.667096,558.31548,-2.785925533,0.093272264,0.216,5.2,4.32,6.154,20,2,0,18,0,80.128,0.378936514,16.2584,-0.067693046,3.750160262,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Hf,-0.166465,d,Mo,-0.153347,0.013118,1.6,0,3.6,5.6,0.148148148,0,0.333333333,0.518518519,-0.003448122,0.015884216,0.055901699,0.058563685,0.060693274,50
(CrMoNbTiZr)C5,22,42,20,33.8,8.64,22,43,50,7,46.6,2.48,43,47.867,95.96,48.093,75.990696,20.8473168,47.867,1941,2896,955,2379,355.2,1941,4,6,2,5,0.8,4,4,5,1,4.6,0.48,4,139,175,36,158.4,9.52,139,1.33,2.16,0.83,1.658,0.2016,1.33,1,2,1,1.4,0.48,1,0,0,0,0,0,0,2,5,3,3.6,1.28,2,0,0,0,0,0,0,4,6,2,5,0.8,4,0,1,1,0.6,0.48,0,0,0,0,0,0,0,5,8,3,6.4,1.28,5,0,0,0,0,0,0,6,8,2,7,0.8,6,11.19,23.195,12.005,16.989,2.9588,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.158210251,0.017884173,-0.218500413,-0.105764203,-0.123245531,Cr0.13685579907303771 Mo0.25251788813136444 Nb0.24453327987836185 Ti0.12598784397731938 Zr0.24010518893991653 ,Cr0.2Mo0.2Nb0.2Ti0.2Zr0.2,0.063529117,5.526576758,0.011038505,4.8,1.125232633,-0.013380867,75.990696,379.93348,-3.315420401,0.114772723,0.26,5,5.76,5.918,21,3,0,18,0,68.69,0.565865977,19.476,-0.144441953,3.684892597,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Zr,-0.150673,d,Zr,-0.150673,0,1.4,0,3.6,0,0.28,0,0.72,0,0.011038505,0.01347893,0.055901699,0.055901699,0.055901699,46
(AlCrHfNbTi)C5,13,72,59,34.4,17.68,13,43,73,30,51.4,8.64,43,26.9815386,178.49,151.5084614,79.64820372,44.83998902,26.9815386,933.47,2750,1816.53,2062.094,499.8872,933.47,4,13,9,6.4,2.64,4,3,6,3,4.4,0.88,3,121,175,54,151.8,17.44,121,1.3,1.66,0.36,1.542,0.0976,1.3,1,2,1,1.6,0.48,1,0,1,1,0.2,0.32,0,0,5,5,2.6,1.52,0,0,14,14,2.8,4.48,0,3,18,15,7.2,4.32,3,0,1,1,0.4,0.48,0,0,5,5,1,1.6,0,0,8,8,5.4,2.32,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,11.19,22.2,11.01,16.948,2.5936,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,214.2,16.16,194,FALSE,0.031880743,0.003977272,0.045583355,0.114093823,0.067779894,Al0.06775178181005184 Cr0.13056440088163232 Hf0.44819592072025705 Nb0.23329184001841038 Ti0.12019605656964838 ,Al0.2Cr0.2Hf0.2Nb0.2Ti0.2,0.062540934,1.512752475,0.011105029,4.64,1.125101419,-0.013380867,79.64820372,398.2410186,-3.421019244,0.088601506,0.2,4.4,18.24,5.27,16,2,1,13,0,54.614,0.588780428,15.6576,-0.134834108,3.517483471,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Hf,-0.143805,d,Hf,-0.143805,0,1.6,0.2,2.6,2.8,0.222222222,0.027777778,0.361111111,0.388888889,0.011105029,0.014675905,0.055901699,0.055901699,0.055901699,64
(CrTaTiVZr)C5,22,73,51,36.4,16.08,22,43,49,6,46,2,43,47.867,180.94788,133.08088,84.595296,41.1925152,47.867,1941,3290,1349,2344.4,378.24,1941,4,6,2,4.8,0.64,4,4,6,2,4.6,0.72,4,139,175,36,159.4,10.72,139,1.33,1.66,0.33,1.532,0.0936,1.33,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3,0.8,2,0,14,14,2.8,4.48,0,4,19,15,7.6,4.56,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,7,0.8,5,0,0,0,0,0,0,6,8,2,7.2,0.64,6,11.19,23.195,12.005,16.441,3.4728,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.02685774,0.003364277,-0.186111707,-0.078694713,-0.079895519,Cr0.12292905742655004 Ta0.4277965526593819 Ti0.11316704891014269 V0.12043577458491307 Zr0.21567156641901222 ,Cr0.2Ta0.2Ti0.2V0.2Zr0.2,0.068576845,6.324617769,-0.003505024,5.36,1.125430101,-0.013380867,84.595296,422.97648,-2.845307744,0.100362054,0.228,4.8,4.96,5.722,16,1,0,15,0,61.07,0.494620731,15.556,-0.101844868,3.681402159,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Ta,-0.174814,d,Ti,-0.17001,0.004804,1.8,0,3,2.8,0.236842105,0,0.394736842,0.368421053,-0.003505024,0.020053645,0.055901699,0.055901699,0.061574361,45
(CrMoTaTiZr)C5,22,73,51,40.2,13.84,22,43,50,7,46.8,2.64,43,47.867,180.94788,133.08088,93.598996,35.8839552,47.867,1941,3290,1349,2487,484.8,1941,4,6,2,5,0.8,4,4,6,2,4.8,0.64,4,139,175,36,159.6,10.48,139,1.33,2.16,0.83,1.638,0.2176,1.33,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.4,1.28,2,0,14,14,2.8,4.48,0,4,19,15,7.8,4.48,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.6,1.28,5,0,0,0,0,0,0,6,8,2,7,0.8,6,11.19,23.195,12.005,16.977,2.9444,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.158210251,0.018759923,-0.222168143,-0.104999956,-0.123512132,Cr0.11110871782076896 Mo0.20501096020133383 Ta0.38666144074625525 Ti0.10228538286384455 Zr0.19493349836779736 ,Cr0.2Mo0.2Ta0.2Ti0.2Zr0.2,0.063783179,5.621320227,-0.003099181,4.96,1.125101419,-0.013380867,93.598996,467.97498,-3.289060932,0.114772723,0.26,5,5.92,6.024,19,2,0,17,0,74.93,0.476904258,19.3264,-0.108008119,3.737102952,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Zr,-0.162391,s,Zr,-0.162391,0,1.6,0,3.4,2.8,0.205128205,0,0.435897436,0.358974359,-0.003099181,0.014122757,0.055901699,0.055901699,0.055901699,47
(AlNbTiWZr)C5,13,74,61,38,16.4,13,43,73,30,51.6,8.56,43,26.9815386,183.84,156.8584614,88.56378372,40.91161154,26.9815386,933.47,3695,2761.53,2289.494,746.4048,933.47,4,13,9,6.4,2.64,4,3,6,3,4.6,0.88,3,121,175,54,156.4,14.16,121,1.33,2.36,1.03,1.688,0.2688,1.33,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,4,4,2.4,1.28,0,0,14,14,2.8,4.48,0,3,20,17,7.2,5.12,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,8,8,5.6,2.24,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,16.05,23.195,7.145,18.119,2.0548,16.05,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,214.2,16.16,194,FALSE,0.232966652,0.028156929,0.090156241,0.161960545,0.075584779,Al0.060931314057908456 Nb0.2098067090126352 Ti0.10809610427516182 W0.4151584141464005 Zr0.206007458507894 ,Al0.2Nb0.2Ti0.2W0.2Zr0.2,0.053033869,1.724967019,0.011571666,3.84,1.100173243,-0.013380867,88.56378372,442.8189186,-4.757487128,0.110535989,0.248,4.4,17.76,6.192,14,1,1,12,0,58.108,0.819948695,20.6416,-0.229341768,3.662590686,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0.2,2.4,2.8,0.25,0.027777778,0.333333333,0.388888889,0.011571666,0.017968669,0.055901699,0.055901699,0.057498891,50
