Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(HfIrMoNbZr)C5,40,77,37,54.4,16.08,40,44,60,16,49.2,4.64,44,91.224,192.217,100.993,130.159476,44.1552192,91.224,2128,2896,768,2603.8,229.44,2128,4,9,5,5.6,1.52,4,5,6,1,5.4,0.48,5,141,175,34,161.8,11.44,141,1.3,2.2,0.9,1.718,0.3696,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,7,5,4,1.6,2,0,14,14,5.6,6.72,0,4,23,19,11.2,7.44,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,3,8,5,6,1.6,3,0,0,0,0,0,0,3,8,5,6.4,1.52,3,14.21,23.195,8.985,18.695,3.202,14.21,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,214.2,16.16,194,FALSE,0.183313517,0.035405759,-1.398711524,-1.129451434,-0.964180379,Hf0.27427197915207197 Ir0.29536521383088027 Mo0.14742368580788717 Nb0.14276215316518837 Zr0.14017696804397228 ,Hf0.2Ir0.2Mo0.2Nb0.2Zr0.2,0.064105125,0.963526023,0.009470867,5.04,1.094664065,-0.013380867,130.159476,650.77738,-3.256107622,0.180369697,0.42,5.6,36.16,6.804,22,2,0,20,0,90.056,0.741451358,34.388,-0.219400531,3.95287125,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Zr,-0.150673,d,Zr,-0.150673,0,1.6,0,4,5.6,0.142857143,0,0.357142857,0.5,0.009470867,0.02255747,0.063887656,0.063887656,0.063887656,28
(AlCrMnTaZr)C5,13,73,60,35,17.2,13,44,73,29,53.2,7.92,44,26.9815386,180.94788,153.9663414,81.21751272,43.89474182,26.9815386,933.47,3290,2356.53,2010.094,627.0872,933.47,4,13,9,7,2.4,4,3,6,3,4.4,0.88,3,121,175,54,148.8,18.96,121,1.33,1.66,0.33,1.53,0.092,1.33,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,5,5,3,1.6,0,0,14,14,2.8,4.48,0,3,19,16,7.8,4.48,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,8,8,5,2,0,0,0,0,0,0,0,5,8,3,6.2,1.04,5,10.48758621,23.195,12.70741379,15.89451724,4.04457931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,194,229,35,218.8,10.64,194,FALSE,0.02685774,0.003202504,-0.037287329,0.03939805,-0.032815346,Al0.06644266167820166 Cr0.12804159659323286 Mn0.1352862040712837 Ta0.4455883317279702 Zr0.22464120592931155 ,Al0.2Cr0.2Mn0.2Ta0.2Zr0.2,0.07130149,1.344840004,0.012056627,5.52,1.125628351,-0.013380867,81.21751272,406.0875636,-2.632006995,0.098645599,0.224,5,20,4.952,17,1,1,15,0,64.524,0.501985845,17.808,-0.115049484,3.644846424,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Ta,-0.174814,s,Ta,-0.174814,0,1.8,0.2,3,2.8,0.230769231,0.025641026,0.384615385,0.358974359,0.012056627,0.020009719,0.055901699,0.065356136,0.072919685,28
(AlIrMoTaTi)C5,13,77,64,45.4,23.68,13,43,73,30,54.8,9.36,43,26.9815386,192.217,165.2354614,108.7946837,62.23020502,26.9815386,933.47,3290,2356.53,2359.894,738.1272,933.47,4,13,9,7.4,2.88,4,3,6,3,4.8,1.04,3,121,170,49,149.2,14.56,121,1.5,2.2,0.7,1.802,0.3024,1.5,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,7,7,3.4,2.08,0,0,14,14,5.6,6.72,0,3,23,20,11,8,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,8,8,4.6,2.48,0,0,0,0,0,0,0,3,8,5,5.8,1.44,3,14.21,18.12,3.91,16.238,1.0304,14.21,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,220.4,10.56,194,FALSE,0.115294095,0.02298029,-0.596707894,-0.436424705,-0.458947693,Al0.04960266389986799 Ir0.3533703317734789 Mo0.17637539671489805 Ta0.3326532637035623 Ti0.08799834390819287 ,Al0.2Ir0.2Mo0.2Ta0.2Ti0.2,0.02138449,0.889004147,0.009714377,1.68,1.039414967,-0.013380867,108.7946837,543.9534186,-29.26081771,0.138343766,0.328,5.4,35.52,6.02,19,1,1,17,0,92.06,0.721560928,35.4464,-0.214445285,3.94350276,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0.2,3.4,5.6,0.163636364,0.018181818,0.309090909,0.509090909,0.009714377,0.019541145,0.063887656,0.074018739,0.092220388,43
(CrNbSiTiZr)C5,14,41,27,28.2,9.84,14,43,78,35,52.2,10.32,43,28.0855,92.90638,64.82088,62.415796,23.7195152,28.0855,1687,2750,1063,2137.2,262.24,1687,4,14,10,6.6,2.96,4,3,5,2,4.2,0.64,3,111,175,64,149.8,19.84,111,1.33,1.9,0.57,1.606,0.1392,1.33,1,2,1,1.6,0.48,1,0,2,2,0.4,0.64,0,0,5,5,2.6,1.52,0,0,0,0,0,0,0,4,6,2,4.6,0.72,4,0,1,1,0.4,0.48,0,0,4,4,0.8,1.28,0,0,8,8,5.4,2.32,0,0,0,0,0,0,0,4,8,4,6.6,1.28,4,11.19,23.195,12.005,17.939,3.1992,11.19,0,0.773,0.773,0.1546,0.24736,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,214.6,16.48,194,FALSE,0.078013779,0.008308597,-0.164447896,-0.032187339,0.023415455,Cr0.16661199033654878 Nb0.29770149851169087 Si0.08999484681730247 Ti0.15338104475988737 Zr0.29231061957457055 ,Cr0.2Nb0.2Si0.2Ti0.2Zr0.2,0.117093699,0.679600488,-0.009707853,8.72,1.240815495,-0.013380867,62.415796,312.07898,-0.9759267,0.117277298,0.268,4.6,42.08,5.48,17,2,2,13,0,53.476,0.592298056,13.3904,-0.130640107,3.832344178,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Zr,-0.150673,d,Zr,-0.150673,0,1.6,0.4,2.6,0,0.347826087,0.086956522,0.565217391,0,-0.009707853,0.012868958,0,0.021479316,0.038662769,29
(AlIrMoTiV)C5,13,77,64,35.4,19.28,13,43,73,30,54.4,9.68,43,26.9815386,192.217,165.2354614,82.79340772,49.03607382,26.9815386,933.47,2896,1962.53,2138.494,561.0072,933.47,4,13,9,7.4,2.88,4,3,6,3,4.4,0.88,3,121,160,39,145.8,11.84,121,1.54,2.2,0.66,1.828,0.2816,1.54,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,7,7,3.4,2.08,0,0,14,14,2.8,4.48,0,3,23,20,8.2,5.92,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,8,8,4.6,2.48,0,0,0,0,0,0,0,3,8,5,5.8,1.44,3,13.01,16.69,3.68,15.216,1.2848,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,220.4,10.56,194,FALSE,0.103179905,0.020022623,-0.47398896,-0.337352474,-0.379401591,Al0.065181136918514 Ir0.4643516732239282 Mo0.2317687797078493 Ti0.11563556575229958 V0.12306284439740885 ,Al0.2Ir0.2Mo0.2Ti0.2V0.2,0.021724417,0.898709277,-0.004374424,1.68,1.035575393,-0.013380867,82.79340772,413.9470386,-28.35228054,0.132399679,0.316,5.4,31.84,5.462,19,1,1,17,0,87.626,0.782259966,35.4464,-0.244240294,3.848953354,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0.2,3.4,2.8,0.219512195,0.024390244,0.414634146,0.341463415,-0.004374424,0.01836536,0.063887656,0.063887656,0.063887656,45
(AlHfMnTiZr)C5,13,72,59,34.4,17.28,13,43,73,30,51.4,8.88,43,26.9815386,178.49,151.5084614,79.90011672,43.96550662,26.9815386,933.47,2506,1572.53,1805.494,463.4072,933.47,4,13,9,6.4,2.88,4,3,6,3,4.4,0.88,3,121,175,54,154,19.2,121,1.3,1.61,0.31,1.466,0.1208,1.3,2,2,0,2,0,2,0,1,1,0.2,0.32,0,0,5,5,2.2,1.12,0,0,14,14,2.8,4.48,0,3,18,15,7.2,4.32,3,0,0,0,0,0,0,0,5,5,1,1.6,0,0,8,8,5.8,2.64,0,0,0,0,0,0,0,5,8,3,6.8,1.44,5,10.48758621,23.195,12.70741379,17.81051724,3.909586207,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,225,31,204.8,12.96,194,FALSE,0.023738697,0.003932544,-0.309242677,-0.205719818,-0.186735597,Al0.06753817067515293 Hf0.44678282667720237 Mn0.13751680787281834 Ti0.11981709655755304 Zr0.22834509821727328 ,Al0.2Hf0.2Mn0.2Ti0.2Zr0.2,0.070075231,0.904156988,0.009148763,5.52,1.114090467,-0.013380867,79.90011672,399.5005836,-2.724928874,0.095596676,0.208,4.4,26.72,4.77,12,0,1,11,0,45.912,0.382471791,9.4952,-0.065327998,3.461499674,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.4,d,Ti,-0.17001,d,Ti,-0.17001,0,2,0.2,2.2,2.8,0.277777778,0.027777778,0.305555556,0.388888889,0.009148763,0.015898495,0.063887656,0.063887656,0.063887656,27
(AlHfNbSiV)C5,13,72,59,32.6,19.12,13,45,78,33,57.8,14.16,45,26.9815386,178.49,151.5084614,75.48098372,48.17376502,26.9815386,933.47,2750,1816.53,2011.894,561.3272,933.47,4,14,10,8.2,4.24,4,3,6,3,4.2,1.04,3,111,175,64,144.8,23.04,111,1.3,1.9,0.6,1.608,0.1264,1.3,1,2,1,1.8,0.32,1,0,2,2,0.6,0.72,0,0,4,4,1.8,1.44,0,0,14,14,2.8,4.48,0,3,18,15,7,4.4,3,0,1,1,0.2,0.32,0,0,5,5,1.8,2.16,0,0,8,8,4.2,3.36,0,0,0,0,0,0,0,4,8,4,6.2,1.36,4,13.01,22.2,9.19,18.062,2.6536,13.01,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,194,229,35,220.8,10.72,194,FALSE,0.086068815,0.008815128,0.158584183,0.246599635,0.224787653,Al0.07149228128793125 Hf0.4729403121244854 Nb0.24617161944958285 Si0.07441741910567669 V0.13497836803232377 ,Al0.2Hf0.2Nb0.2Si0.2V0.2,0.114354861,0.618586527,-0.009428616,8.4,1.240394811,-0.013380867,75.48098372,377.4049186,-1.023234058,0.085124669,0.192,4.2,43.52,5.468,13,1,3,9,0,40.652,0.218543371,4.9432,-0.023265991,3.735334961,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.4,p,Si,-0.153293,p,Si,-0.153293,0,1.8,0.6,1.8,2.8,0.257142857,0.085714286,0.257142857,0.4,-0.009428616,0.011121208,0,0.042591771,0.051220183,31
(CrMnSiTaTi)C5,14,73,59,31.6,16.56,14,43,78,35,54,9.6,43,28.0855,180.94788,152.86238,72.766905,43.27239,28.0855,1519,3290,1771,2123.4,489.28,1519,4,14,10,7.2,2.72,4,3,6,3,4.2,0.72,3,111,170,59,143.8,16.96,111,1.5,1.9,0.4,1.63,0.12,1.5,1,2,1,1.8,0.32,1,0,2,2,0.4,0.64,0,0,5,5,3,1.6,0,0,14,14,2.8,4.48,0,4,19,15,8,4.4,4,0,1,1,0.2,0.32,0,0,4,4,0.8,1.28,0,0,8,8,5,2,0,0,0,0,0,0,0,4,8,4,6,1.2,4,10.48758621,20.44,9.952413793,15.38551724,3.63737931,10.48758621,0,0.773,0.773,0.1546,0.24736,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,219.2,10.96,194,FALSE,0.039210561,0.005183687,0.057259049,0.161812332,0.082404114,Cr0.1429113963277674 Mn0.15099733869401205 Si0.0771930591248865 Ta0.4973356500458553 Ti0.13156255580747866 ,Cr0.2Mn0.2Si0.2Ta0.2Ti0.2,0.093344804,0.782294399,0.018384277,6.56,1.178445921,-0.013380867,72.766905,363.834525,-1.535691389,0.080864394,0.192,5.2,36.32,4.92,18,1,2,15,0,68.192,0.418137362,15.3208,-0.078198966,3.926991598,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Ta,-0.174814,d,Ti,-0.17001,0.004804,1.8,0.4,3,2.8,0.225,0.05,0.375,0.35,0.018384277,0.024262832,0.055901699,0.055901699,0.059096082,31
(AlCrIrTaV)C5,13,77,64,42,26.4,13,46,73,27,55.2,9.04,46,26.9815386,192.217,165.2354614,100.6168037,68.77250902,26.9815386,933.47,3290,2356.53,2265.094,599.5248,933.47,5,13,8,7.6,2.72,5,3,6,3,4.6,1.12,3,121,170,49,144.8,13.36,121,1.5,2.2,0.7,1.72,0.192,1.5,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,7,7,3.6,1.92,0,0,14,14,5.6,6.72,0,3,23,20,11.2,7.84,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,7,7,4.4,2.32,0,0,0,0,0,0,0,3,7,4,5.6,1.28,3,11.19,18.12,6.93,14.602,2.1584,11.19,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,227.4,1.92,225,FALSE,0.115294095,0.01446103,-0.420414464,-0.286461338,-0.319934445,Al0.05363227135516087 Cr0.103354704338843 Ir0.382077332798025 Ta0.3596772572969981 V0.10125843421097296 ,Al0.2Cr0.2Ir0.2Ta0.2V0.2,0.038402157,1.002279137,-0.004817619,2.96,1.068144019,-0.013380867,100.6168037,503.0840186,-9.073461664,0.119512423,0.276,5.6,30.24,5.568,20,1,1,18,0,93.672,0.698241755,34.9456,-0.201510438,3.942225003,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0.2,3.6,5.6,0.160714286,0.017857143,0.321428571,0.5,-0.004817619,0.014848702,0.063887656,0.063887656,0.063887656,46
(CrSiVWZr)C5,14,74,60,35,17.6,14,44,78,34,53.6,9.76,44,28.0855,183.84,155.7545,81.21742,45.051664,28.0855,1687,3695,2008,2374.6,528.16,1687,4,14,10,7,2.8,4,3,6,3,4.4,0.88,3,111,175,64,148,18.4,111,1.33,2.36,1.03,1.776,0.2832,1.33,1,2,1,1.8,0.32,1,0,2,2,0.4,0.64,0,0,5,5,2.8,1.44,0,0,14,14,2.8,4.48,0,4,20,16,7.8,4.88,4,0,1,1,0.2,0.32,0,0,4,4,0.8,1.28,0,0,8,8,5.2,2.16,0,0,0,0,0,0,0,4,8,4,6.2,1.04,4,11.19,23.195,12.005,16.777,4.0324,11.19,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,194,229,35,221.6,11.04,194,FALSE,0.232966652,0.02736879,0.094069738,0.202598636,0.173891651,Cr0.1280417427689774 Si0.06916127106721685 V0.12544476295848844 W0.4527107608195384 Zr0.2246414623857788 ,Cr0.2Si0.2V0.2W0.2Zr0.2,0.114533309,0.874840482,0.004818998,8.08,1.243090395,-0.013380867,81.21742,406.0871,-1.020048055,0.11363578,0.252,5,36.32,5.838,17,1,2,14,0,78.014,0.614826223,25.1752,-0.165243252,3.981336086,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,V,-0.175968,s,V,-0.175968,0,1.8,0.4,2.8,2.8,0.230769231,0.051282051,0.358974359,0.358974359,0.004818998,0.019398803,0.063887656,0.063887656,0.064107773,31
(HfIrNbVZr)C5,23,77,54,50.6,19.12,23,44,60,16,48.4,4.64,44,50.9415,192.217,141.2755,121.155776,51.3581792,50.9415,2128,2750,622,2461.2,244.56,2128,4,9,5,5.4,1.44,4,4,6,2,5.2,0.64,4,141,175,34,161.6,11.68,141,1.3,2.2,0.9,1.612,0.2424,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,3.6,1.52,2,0,14,14,5.6,6.72,0,4,23,19,11,7.6,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6.4,1.52,3,0,0,0,0,0,0,3,8,5,6.6,1.44,3,13.01,23.195,10.185,18.159,3.6392,13.01,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,214.2,16.16,194,FALSE,0.183313517,0.024386439,-1.424088006,-1.157106683,-0.97691316,Hf0.29464546535527947 Ir0.3173055488497717 Nb0.15336681925919898 V0.08409256526077633 Zr0.15058960127497345 ,Hf0.2Ir0.2Nb0.2V0.2Zr0.2,0.07133059,0.89491819,-0.000806778,5.6,1.104467733,-0.013380867,121.155776,605.77888,-2.629859924,0.17800072,0.388,5.4,36.8,6.502,19,1,0,18,0,76.196,0.881687397,29.3616,-0.260065959,3.893954473,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Zr,-0.162391,s,Zr,-0.162391,0,1.8,0,3.6,5.6,0.163636364,0,0.327272727,0.509090909,-0.000806778,0.023291734,0.063887656,0.063887656,0.063887656,27
(AlCrHfSiTi)C5,13,72,59,29,17.2,13,43,78,35,57.6,14.32,43,26.9815386,178.49,151.5084614,66.68402772,44.72238891,26.9815386,933.47,2506,1572.53,1849.494,431.4072,933.47,4,14,10,8.2,4.24,4,3,6,3,4,0.8,3,111,175,64,141.2,21.04,111,1.3,1.9,0.6,1.602,0.1456,1.3,1,2,1,1.8,0.32,1,0,2,2,0.6,0.72,0,0,5,5,1.8,1.44,0,0,14,14,2.8,4.48,0,3,18,15,7,4.4,3,0,1,1,0.2,0.32,0,0,5,5,1.8,2.16,0,0,8,8,4.2,3.36,0,0,0,0,0,0,0,4,8,4,6.2,1.44,4,11.19,22.2,11.01,17.4,3.136,11.19,0,0.773,0.773,0.1546,0.24736,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,213.8,15.84,194,FALSE,0.086068815,0.009136429,-0.007598339,0.095066236,0.126235257,Al0.08092354203106314 Cr0.15594768875787396 Hf0.5353305914557616 Si0.08423456398863124 Ti0.14356361376667004 ,Al0.2Cr0.2Hf0.2Si0.2Ti0.2,0.116404823,0.526101889,-0.009581032,8.64,1.241096968,-0.013380867,66.68402772,333.4201386,-0.987511803,0.105228676,0.244,4.2,47.04,4.682,13,1,3,9,0,55.066,0.579787139,15.508,-0.131375197,3.675904867,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.4,p,Si,-0.153293,p,Si,-0.153293,0,1.8,0.6,1.8,2.8,0.257142857,0.085714286,0.257142857,0.4,-0.009581032,0.013904183,0,0.021479316,0.038662769,34
(HfIrMoTiZr)C5,22,77,55,50.6,19.12,22,43,60,17,48.4,5.28,43,47.867,192.217,144.35,121.1516,51.36152,47.867,1941,2896,955,2442,326,1941,4,9,5,5.4,1.68,4,4,6,2,5.2,0.64,4,141,175,34,161,11.2,141,1.3,2.2,0.9,1.706,0.3792,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,3.6,1.92,2,0,14,14,5.6,6.72,0,4,23,19,11,7.6,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6.4,1.92,3,0,0,0,0,0,0,3,8,5,6.6,1.68,3,14.21,23.195,8.985,18.397,3.4404,14.21,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,207.2,15.84,194,FALSE,0.183313517,0.036137159,-1.459528683,-1.188461305,-1.014803055,Hf0.29466535036599983 Ir0.3173269631424807 Mo0.15838530849971438 Ti0.07902261373729234 Zr0.15059976425451266 ,Hf0.2Ir0.2Mo0.2Ti0.2Zr0.2,0.064798593,0.865362202,0.009411099,5.04,1.0947118,-0.013380867,121.1516,605.738,-3.186787475,0.187242111,0.42,5.4,37.76,6.26,19,1,0,18,0,90.43,0.735167064,34.2384,-0.215637706,3.872798118,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Zr,-0.162391,s,Zr,-0.162391,0,1.8,0,3.6,5.6,0.163636364,0,0.327272727,0.509090909,0.009411099,0.02420848,0.063887656,0.082432725,0.097268779,27
(AlCrMnNbZr)C5,13,41,28,28.6,9.52,13,44,73,29,53,8,44,26.9815386,92.90638,65.9248414,63.60921272,22.76478182,26.9815386,933.47,2750,1816.53,1902.094,540.6872,933.47,4,13,9,7,2.4,4,3,5,2,4.2,0.64,3,121,175,54,147.6,17.52,121,1.33,1.66,0.33,1.55,0.088,1.33,1,2,1,1.6,0.48,1,0,1,1,0.2,0.32,0,0,5,5,3.2,1.76,0,0,0,0,0,0,0,3,7,4,5,1.2,3,0,1,1,0.4,0.48,0,0,5,5,1,1.6,0,0,8,8,4.8,1.92,0,0,0,0,0,0,0,5,8,3,6.2,1.04,5,10.48758621,23.195,12.70741379,15.90651724,4.05417931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,194,229,35,218.8,10.64,194,FALSE,0.02685774,0.003297926,-0.024552328,0.046566552,-0.02696816,Al0.08483531691791076 Cr0.1634860668025573 Mn0.17273612626469872 Nb0.2921161134597359 Zr0.2868263765550972 ,Al0.2Cr0.2Mn0.2Nb0.2Zr0.2,0.070652444,1.293275735,0.012010596,5.36,1.125760954,-0.013380867,63.60921272,318.0460636,-2.680586775,0.098645599,0.224,5,19.68,4.846,19,2,1,16,0,58.284,0.582625683,17.808,-0.143756176,3.593924967,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Zr,-0.150673,d,Zr,-0.150673,0,1.6,0.2,3.2,0,0.32,0.04,0.64,0,0.012010596,0.024497488,0.055901699,0.081583071,0.090782844,28
